Time Bucket (America/New_York),Mains_A (kWhs),Mains_B (kWhs),Lights_Nook (kWhs),Lights_LivingRoom (kWhs),Lights_Kitchen (kWhs),Lights_ExerciseRoom_FrontEntrance (kWhs),Garage (kWhs),UpstairsSubPanel (kWhs),AC_Floor1 (kWhs),AC_Floors23 (kWhs),Stove (kWhs),WaterHeater (kWhs),Lights_Study (kWhs),Lights_GFCI (kWhs),Fridge (kWhs),Microwave (kWhs),KitchenCounter (kWhs),Dishwasher (kWhs)
7/7/2025 0:00,11.0778,28.1022,0.7146,0.9079,0.9404,0.0014,0.0003,7.7358,0.7423,6.7009,0,4.3711,1.0473,0.0001,1.9612,0.0365,0,0
7/8/2025 0:00,19.5415,38.2208,0.7142,1.0506,0.68,0.1344,0.7872,6.2151,0.738,19.2815,0.7088,7.6986,1.0177,0,2.6217,0.1047,0.7023,0
7/9/2025 0:00,14.1669,35.2832,0.7191,1.0332,0.8282,0.0017,0.0024,7.9677,0.6677,10.4098,0.1159,6.86,0.9025,0,2.4575,0.0371,0.1883,0
7/10/2025 0:00,8.6373,27.5002,0.7229,1.2775,0.5431,0.1046,0.0004,5.9195,0.6523,3.4594,0,5.4173,0.7814,0.0003,2.1068,0.0562,0.0083,0
7/11/2025 0:00,11.72,31.6112,0.7227,0.3133,0.9106,0.0933,0.1433,13.0615,0.7585,5.2089,0,7.1245,0.7616,0,2.0653,0.0058,0.3043,0
7/12/2025 0:00,13.3447,35.8174,0.7229,0.8392,0.7061,0.0023,0.0004,15.2188,0.7073,7.9575,0,7.059,1.5968,0,2.2784,0,0.0731,0
7/13/2025 0:00,14.766,35.3902,0.7209,0.9183,1.2565,0.1978,0.0003,14.4729,4.5451,6.0319,0,7.1317,0.8649,0.002,2.2165,0,0.1239,0
7/14/2025 0:00,22.5328,41.2043,0.7261,2.8628,0.9799,0.0256,0.0005,6.1973,9.6877,13.3081,2.6516,9.4338,0.8039,0.0012,2.3729,0.0109,0.5925,0
7/15/2025 0:00,26.4021,42.9217,0.7653,2.4771,0.9624,0.1274,0.0003,6.7715,12.4033,18.9846,1.0303,9.2277,0.8435,0.0052,1.8305,0.0382,0.9646,0.2306
7/16/2025 0:00,21.502,40.0175,0.7245,2.2267,1.4059,0.0382,0.0002,7.6601,12.8009,17.4475,0,5.3639,0.7903,0.0004,1.8689,0.0811,0.1412,0
7/17/2025 0:00,14.2041,30.9461,0.7246,1.2525,1.4313,0.005,0.0004,6.5884,0.7599,12.5425,0,6.1448,0.8881,0.0001,1.9111,0.1232,0,0
7/18/2025 0:00,10.7298,28.3721,0.725,1.4353,0.8449,0.0047,0.0004,4.0236,0.6951,7.0113,0.2896,4.9125,0.916,0.0001,2.303,0.1124,0.1302,0
7/19/2025 0:00,10.6027,27.9896,0.7294,0.7956,0.7764,0.0754,0.0005,8.3327,0.7814,5.7549,0.2182,5.5395,0.8701,0.0002,2.3748,0.0123,0.0636,0
7/20/2025 0:00,14.531,35.4314,0.723,0.2087,1.2491,0.0029,0.0029,17.9176,0.7494,8.7992,0,7.1891,0.8287,0,2.095,0,0.0794,0
7/21/2025 0:00,10.2424,28.6699,0.733,0.9626,1.7231,0.1704,0.0006,7.2039,0.7073,6.279,0.0577,4.3778,0.8756,0,1.9746,0.2658,0.1751,0
7/22/2025 0:00,8.8687,24.8441,0.7303,1.199,0.664,0.0487,0.0004,4.2734,0.7186,2.3624,0.8122,4.8375,0.7066,0.0003,1.5895,0.0001,0.5287,0
7/23/2025 0:00,9.6288,24.8117,0.7321,0.8487,1.1359,0,0.0005,5.7777,0.7682,3.3444,0,5.2119,0.7309,0,1.4166,0,0.1118,0
7/24/2025 0:00,12.3193,27.8901,0.729,1.17,0.4127,0.0011,0.6627,4.3405,0.705,7.5497,0,7.6949,0.8831,0,1.6225,0.0854,0.2342,0
7/25/2025 0:00,13.3049,30.5067,0.7305,0.9387,0.4319,0.0002,0.1708,4.6907,0.7508,14.2533,0,4.6754,0.9939,0,1.7957,0.0074,0.1112,0
7/26/2025 0:00,9.3128,24.9516,0.7289,0.2097,0.4498,0.0182,0.0005,5.8678,0.6873,5.2874,0.1785,4.9014,0.914,0.0002,1.5646,0.062,0,0
7/27/2025 0:00,8.3204,28.0667,0.7356,0.2064,0.6133,0.0003,0.0004,10.6995,0.6807,2.283,0,5.1174,0.8466,0,1.6755,0.041,0.0006,0
7/28/2025 0:00,14.0158,30.7872,0.73,0.598,1.6026,0.1198,0.0004,7.4043,0.702,10.1093,0.2956,5.8441,0.873,0,2.1716,0.0242,0.0745,0
7/29/2025 0:00,20.3009,38.8579,0.9747,0.3167,1.0993,0.0711,0.0003,9.8499,5.8688,22.4462,0.1913,3.5607,0.9015,0.0071,2.0885,0.3224,0.2078,0.1223
7/30/2025 0:00,17.1653,34.5168,0.7294,0.2088,0.7605,0.0687,0.0003,6.2149,0.7173,20.1868,0.4955,5.4977,1.0044,0,2.2439,0.5282,0.1735,0
7/31/2025 0:00,11.4332,28.9329,0.7391,0.9466,1.1934,0.0582,0.0053,4.6655,0.6418,9.0515,0,3.8516,0.9488,0.0027,1.8947,0,0.1463,0
8/1/2025 0:00,10.6973,32.72,0.7706,0.2032,1.1406,0.034,5.5642,13.8964,0.6909,0.7085,0,9.1217,0.7064,0,1.4381,0.0598,0.0733,0
8/2/2025 0:00,8.1417,25.6342,0.7916,1.2415,1.4137,0.0042,0.004,5.8683,0.7299,0.78,0.3195,5.123,0.6861,0.0013,1.4616,0.0883,0.15,0
8/3/2025 0:00,8.065,23.5743,0.7866,0.688,1.0502,0.0428,0.0003,4.0694,0.7086,0.7415,0,6.745,0.8552,0.0002,1.4611,0.0534,0.0022,0.0015
8/4/2025 0:00,9.9964,32.1637,0.794,0.2672,1.473,0.0374,0.0004,21.6162,0.7039,0.7226,0.2427,5.445,0.8646,0,1.8553,0,0.0511,0
8/5/2025 0:00,10.1922,29.5263,0.7904,0.8038,1.3686,0.0309,0.0003,6.3902,0.6834,6.9517,0,5.2743,0.8074,0,2.0766,0.102,0.085,0
8/6/2025 0:00,12.1551,31.0087,0.7958,0.9596,1.2251,0.0498,0.0005,5.911,0.696,4.1835,2.8565,8.5805,0.7915,0.0002,2.0284,0.1115,0.6745,0
8/7/2025 0:00,10.4378,28.9942,0.8475,0.3642,0.8637,0,0.0003,12.8543,0.7046,0.7322,0,8.493,0.7633,0.0007,2.0494,0.0236,0.1338,0
8/8/2025 0:00,12.4379,32.4161,0.7996,0.9097,1.3758,0.254,0.0004,12.6227,0.7384,5.0719,0.0001,9.1052,0.7185,0.0003,1.7792,0.0614,0.0916,0
8/9/2025 0:00,5.9798,23.4547,0.6347,1.7795,1.0296,0.077,0.2654,4.5519,0.7171,2.1605,0,3.4705,0.7582,0.0005,1.4064,0.0121,0.1491,0
8/10/2025 0:00,10.4275,31.1214,0.4612,4.379,0.8712,0,0.5502,4.8178,0.7098,12.5849,0,2.7181,0.8055,0,1.4957,0.1247,0.1335,0
8/11/2025 0:00,14.0957,31.3257,0.4013,3.0992,1.0118,0,0.0003,1.9802,0.6894,20.3158,0,2.9676,0.8166,0.0003,1.4692,0.0726,0.129,0
8/12/2025 0:00,14.4338,32.5499,0.402,2.3897,1.0604,0,0.3178,3.2716,0.6731,19.7241,0,3.5901,0.9047,0.0003,1.4124,0.5251,0.1304,0
8/13/2025 0:00,12.5367,28.8957,0.4449,1.3128,0.7723,0.0002,0.0003,3.1961,0.6724,18.2592,0,2.1103,0.8598,0.0004,1.4705,0,0.1335,0
8/14/2025 0:00,10.152,27.1724,0.8021,0.1935,1.0285,0,0.0004,6.5575,0.6953,12.8979,0,1.8053,0.8591,0.0002,1.4356,0.0754,0,0
8/15/2025 0:00,8.2227,26.8684,0.8059,1.7394,1.0728,0,0.0003,4.7311,0.6716,7.0589,0,3.7282,0.8467,0,1.3769,0,0,0
8/16/2025 0:00,5.8683,22.5412,0.8086,0.8862,1.0371,0,0.0003,4.8869,0.7144,4.1764,0,1.981,0.8102,0,1.3308,0,0,0
8/17/2025 0:00,10.4494,26.5078,0.8028,0.8888,1.5374,0,0.0002,4.5744,0.7168,13.0822,0,1.2625,0.8587,0,1.3556,0,0,0
8/18/2025 0:00,5.3736,22.6309,0.8099,0.52,1.6095,0,0.0004,4.8116,0.72,2.1625,0,1.8582,0.8108,0,1.3432,0,0,0
8/19/2025 0:00,4.5425,21.4546,0.809,0.4638,1.0509,0,0.0003,4.7754,0.7379,2.18,0,1.1691,0.6844,0,1.2475,0.1283,0,0
8/20/2025 0:00,5.0806,24.7962,0.8189,1.6543,1.0933,0,0.0004,4.7563,0.6624,2.1326,0,2.3785,0.6107,0,1.1757,0.1707,0,0
8/21/2025 0:00,7.8605,28.6966,0.7625,1.2327,1.1204,0.0986,0.0004,12.1307,0.7062,2.0621,0.2226,5.0219,0.6008,0,1.1126,0,0.3069,0
8/22/2025 0:00,9.6805,30.4335,0.4309,2.3335,1.5836,0,0.0066,12.0665,0.7496,0.7181,0.0782,8.0081,0.6429,0.0014,1.2762,0.0631,0.3324,0
8/23/2025 0:00,11.7135,26.8977,0.6504,0.1951,1.6921,0.3538,0.0791,7.6217,0.6956,0.7021,2.1016,9.6267,0.7342,0,1.3191,0,0.1349,0
8/24/2025 0:00,8.88,26.981,0.8104,0.1931,1.4456,0.0805,0.0005,13.356,0.6971,0.7139,0.1888,5.6647,0.895,0,1.4494,0.0626,0.1089,0.2783
8/25/2025 0:00,11.0666,24.8443,0.9543,0.4793,1.9164,0.0682,0,6.239,0.7216,0.7908,0.841,5.8436,0.843,0.0049,1.7404,0.0007,0.7446,0.1644
8/26/2025 0:00,9.6244,27.1672,0.7731,0.2039,1.8765,0.0001,0,10.6182,0.6849,0.7151,0.2822,5.5468,0.8148,0,2.1674,0.1137,0.214,0
8/27/2025 0:00,8.5526,24.533,0.7732,0.4737,1.9614,0.0006,0,6.6472,0.7525,0.7582,0,6.6942,0.7089,0,1.7669,0.0325,0.1282,0
8/28/2025 0:00,11.1463,27.0336,0.7784,0.3662,1.3228,0.0001,0,9.9357,0.7359,0.7808,0,8.8662,0.6474,0.0003,1.4735,0.1172,0.8815,0
8/29/2025 0:00,8.067,26.3206,0.7772,0.4768,1.4021,0.0001,0,8.3775,0.7729,0.7182,0,4.3359,0.6806,0.0005,1.7889,0,0.1355,0
8/30/2025 0:00,10.2789,25.9002,0.8246,0.193,1.6731,0.2754,0,7.0377,0.7052,0.7462,0,8.3441,0.6908,0,1.4397,0,0.1347,0
8/31/2025 0:00,7.4845,23.3882,0.8254,0.1917,1.4263,0.004,0,5.5719,0.7356,0.7223,0.1142,4.673,0.6591,0.0007,1.3117,0.0486,0,0
9/1/2025 0:00,11.4641,30.0409,0.8297,0.1903,1.4479,0.0001,0,14.5532,0.7412,0.7337,0.8175,9.404,0.6537,0,1.542,0.0126,0.2485,0
9/2/2025 0:00,8.8288,25.0096,0.8272,0.4782,1.606,0.0001,0,6.0088,0.7417,0.7212,0.7967,7.1592,0.8197,0.0002,1.3991,0.0439,0.1731,0.1143
9/3/2025 0:00,10.8095,25.221,0.8305,0.5755,1.9317,0.0013,0,4.5245,0.7305,0.7334,0.7967,8.5569,0.8286,0,1.5256,0.0385,0.7639,0
9/4/2025 0:00,11.1201,26.3192,0.8275,0.1955,2.0964,0.0032,0,7.9169,0.7291,0.7748,0.588,8.3584,0.9944,0.0007,1.3197,0.0786,0.1291,0
9/5/2025 0:00,8.6417,23.5461,0.8316,0.1958,2.2744,0.0359,0,6.7901,0.7204,0.7095,0,5.2267,0.685,0.0008,1.4083,0.0796,0,0
9/6/2025 0:00,8.7685,23.544,0.829,0.1945,1.5133,0.0338,0.0019,6.0468,0.701,0.6945,0.3303,6.0601,0.7345,0.0002,1.5637,0,0.1862,0
9/7/2025 0:00,12.5607,33.7718,0.8411,1.2354,1.6702,0.0001,0,18.9527,0.6408,0.6127,0.8919,7.5062,0.8406,0.0002,1.552,0,1.1539,0
9/8/2025 0:00,10.7649,28.3389,0.8365,0.7034,1.7126,0.0013,0.2084,6.1499,0.6965,0.7036,0.4887,10.7555,0.6211,0.0004,1.4318,0.2316,0.1801,0
9/9/2025 0:00,14.2539,32.132,0.9923,0.6445,1.9829,0.2016,0.691,15.8594,0.7417,0.7498,0.0001,9.8256,0.5783,0.0189,1.2495,0.1417,1.1798,0.1715
9/10/2025 0:00,7.0895,21.7958,0.6872,0.9584,1.4005,0,0,7.4035,0.6471,0.646,0.3226,3.5835,0.4822,0.0002,1.0205,0,0.2421,0
